DIA,MES,ANO,HORA,MINUTO,SEGUNDO,TEMP1,TEMP2
11,2,2020,0,9,28,19.60,22.82
11,2,2020,0,9,29,19.60,21.91
11,2,2020,0,9,30,20.18,22.16
11,2,2020,0,9,31,19.23,22.22
11,2,2020,0,9,32,19.85,21.21
11,2,2020,0,9,33,19.18,20.68
11,2,2020,0,9,34,19.28,22.01
11,2,2020,0,9,35,17.98,21.53
11,2,2020,0,9,36,18.55,22.11
11,2,2020,0,9,37,20.00,22.80
11,2,2020,0,9,38,19.75,22.39
11,2,2020,0,9,39,17.88,20.55
11,2,2020,0,9,40,17.88,20.03
11,2,2020,0,9,41,19.53,21.76
11,2,2020,0,9,42,18.13,20.28
11,2,2020,0,9,43,18.05,22.62
11,2,2020,0,9,44,19.90,21.23
11,2,2020,0,9,45,19.13,21.76
11,2,2020,0,9,46,18.03,20.55
11,2,2020,0,9,47,18.38,21.21
11,2,2020,0,9,48,18.43,21.18
11,2,2020,0,9,49,18.73,20.75
11,2,2020,0,9,50,20.45,19.63
11,2,2020,0,9,51,17.68,21.46
11,2,2020,0,9,52,19.13,21.33
11,2,2020,0,9,53,19.15,20.35
11,2,2020,0,9,54,20.08,21.91
11,2,2020,0,9,55,18.03,22.27
11,2,2020,0,9,56,18.58,21.21
11,2,2020,0,9,57,19.98,21.58
11,2,2020,0,9,58,18.43,21.28
11,2,2020,0,9,59,18.75,21.18
11,2,2020,0,10,0,19.05,20.03
11,2,2020,0,10,1,19.00,21.36
11,2,2020,0,10,2,18.63,22.04
11,2,2020,0,10,3,20.00,21.03
11,2,2020,0,10,4,19.23,20.80
11,2,2020,0,10,5,18.58,20.43
11,2,2020,0,10,6,19.50,21.86
11,2,2020,0,10,7,18.03,20.98
11,2,2020,0,10,8,17.48,20.18
11,2,2020,0,10,9,18.18,22.34
11,2,2020,0,10,10,19.95,20.83
11,2,2020,0,10,11,19.58,21.89
11,2,2020,0,10,12,19.05,22.29
11,2,2020,0,10,13,18.40,21.86
11,2,2020,0,10,14,19.55,20.63
11,2,2020,0,10,15,18.35,20.80
11,2,2020,0,10,16,18.18,20.40
11,2,2020,0,10,17,19.20,20.25
11,2,2020,0,10,18,19.38,22.29
11,2,2020,0,10,19,18.90,20.30
11,2,2020,0,10,20,18.33,21.43
11,2,2020,0,10,21,17.75,22.57
11,2,2020,0,10,22,19.53,22.37
11,2,2020,0,10,23,20.78,21.99
11,2,2020,0,10,24,18.08,20.18
11,2,2020,0,10,25,20.05,21.76
11,2,2020,0,10,26,18.90,20.78
11,2,2020,0,10,27,19.53,21.13
11,2,2020,0,10,28,18.03,20.50
11,2,2020,0,10,29,20.08,21.08
11,2,2020,0,10,30,20.00,21.86
11,2,2020,0,10,31,18.58,20.95
11,2,2020,0,10,32,18.38,21.74
11,2,2020,0,10,33,19.18,21.66
11,2,2020,0,10,34,18.78,21.38
11,2,2020,0,10,35,19.60,21.23
11,2,2020,0,10,36,17.88,20.93
11,2,2020,0,10,37,19.23,20.88
11,2,2020,0,10,38,18.85,20.73
11,2,2020,0,10,39,18.53,21.89
11,2,2020,0,10,40,18.78,21.21
11,2,2020,0,10,41,18.90,20.68
11,2,2020,0,10,42,19.90,20.88
11,2,2020,0,10,43,18.48,21.18
11,2,2020,0,10,44,17.85,20.23
11,2,2020,0,10,45,19.38,20.98
11,2,2020,0,10,46,18.48,21.86
11,2,2020,0,10,47,19.55,21.99
11,2,2020,0,10,48,19.78,21.21
